Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual,Complexity_Score
T16127,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Escalate,High,Positive,26-12-2024 04:34,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,48,5
T10722,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,Medium,Negative,17-11-2024 17:29,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,348,9
T16035,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Medium,Neutral,05-03-2024 22:29,Cannot replicate user reported issue. Requested screen recording from customer.,473,6
T10777,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,16-06-2024 00:28,Completed name change on account profile. Sent confirmation email.,1138,5
T13559,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Escalate,High,Neutral,24-05-2024 23:38,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,46,5
T16784,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,16-10-2024 15:34,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,455,9
T13472,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Medium,Neutral,24-02-2024 07:52,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,468,5
T16129,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,14-10-2024 08:36,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1068,5
T16346,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,17-10-2024 21:05,Completed name change on account profile. Sent confirmation email.,903,5
T18080,"""CRITICAL SYSTEM FAILURE: Mobile app inoperable due to persistent setting menu crash, rendering entire application useless.""",The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,High,Negative,10-01-2024 13:45,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,370,9
T17662,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,12-01-2024 04:27,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,325,9
T15011,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Low,Negative,22-12-2024 22:05,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1159,9
T13577,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,18-03-2024 21:16,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,1054,5
T11736,**CRITICAL SYSTEM EMERGENCY**: Payment processing failure imminent; late fees spiraling out of control. Immediate resolution required.,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Resolve at L1,High,Negative,24-03-2024 08:06,Checked plan details and billing cycle. Explained fee structure. No further action required.,506,9
T11036,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,High,Negative,18-02-2024 15:55,Cannot replicate user reported issue. Requested screen recording from customer.,44,9
T16533,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Negative,24-02-2024 14:52,Answered question about operating hours. Closed ticket.,1017,6
T14070,Do you offer services in the Paris region or only nationally? I am checking availability.,Do you offer services in the Paris region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,25-06-2024 06:25,Answered question about operating hours. Closed ticket.,1073,6
T14094,I was overcharged by $137 this month. I need a refund immediately.,I was overcharged by $137 this month. I need a refund immediately.,Billing,Follow-Up,Medium,Negative,11-02-2024 04:46,Awaiting confirmation of address change from validation team. Contact customer for documentation.,535,6
T19970,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,High,Positive,05-02-2024 22:57,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,54,5
T14323,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,25-01-2024 13:55,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",450,9
